/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/engraving/1.jpg,"[ 0.5823768  -0.2587755   0.94539297 -0.35103717  0.380042   -0.02855989
  0.19196878  0.26445195 -0.10509203 -0.49317983  0.02902128 -0.8969816
 -0.9070213  -0.71305007  0.14067464  0.35529998  0.15310378  0.709069
 -0.07291551 -0.839211   -0.05461437  0.5831488   0.835949    0.569619
 -0.7203225  -0.42071444 -0.49899617 -0.8560725  -0.68682986 -0.00866221
  0.57994974 -0.7004593  -0.90242434  0.2979092  -1.354583   -0.607458
  0.19487819  1.501627    2.385364    0.7771132 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/engraving/1.jpg,"[ 0.5823768  -0.2587755   0.94539297 -0.35103717  0.380042   -0.02855989
  0.19196878  0.26445195 -0.10509203 -0.49317983  0.02902128 -0.8969816
 -0.9070213  -0.71305007  0.14067464  0.35529998  0.15310378  0.709069
 -0.07291551 -0.839211   -0.05461437  0.5831488   0.835949    0.569619
 -0.7203225  -0.42071444 -0.49899617 -0.8560725  -0.68682986 -0.00866221
  0.57994974 -0.7004593  -0.90242434  0.2979092  -1.354583   -0.607458
  0.19487819  1.501627    2.385364    0.7771132 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/1 18.59.20.jpg,"[ 2.631505    0.11200626  1.5185304   0.08943055 -0.0753483   1.0070457
 -0.5198908   0.8259554   0.26622945 -0.87387776  0.14894465 -0.6554775
 -1.5421025  -0.3664134   0.2321408  -0.42317685 -0.3006881   0.33598632
 -0.20899546 -0.03832825 -1.0275937   0.7764387   0.26354814  1.2642008
 -0.6258729  -0.83097744 -0.90338045 -0.2571228  -1.1041769   0.6097481
  0.00889652 -0.2331767  -0.26671204 -0.5568627  -1.7566489  -0.56877
  1.735974    0.93953574  0.33511332  0.03436399]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/10.jpg,"[ 2.8680189  -0.18299247  0.59152395  0.46073803  0.32016203 -0.2055822
 -0.63356626  1.4423349  -0.13897839 -1.5738726  -0.21667981 -1.1008108
 -1.2380927  -0.55445814 -0.18485352 -0.0700689  -0.13395633 -0.5137806
  0.92803985 -0.37714565  0.02588402  1.5385016  -0.06177453  0.5252167
 -1.5153337  -0.87349313 -0.7950785  -1.0265005  -1.7345564   1.3417308
 -0.08568759  0.5939429  -0.3126946  -0.8893704  -1.5312207  -0.09706669
  1.2823786   2.0319526   1.6726335   0.42455462]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/100.jpg,"[ 2.7678027   0.07959403  1.6767145   0.84919614  0.29402366 -0.27917546
 -0.868975    1.6610876  -0.09713667 -1.6593417  -1.0298845  -1.4835941
 -1.631737   -0.90689147 -0.42407644  0.05310057  0.75611645 -0.4431611
  0.3195442  -0.77532476  0.5078053  -0.2157625  -0.39684048  1.8331686
 -1.6432983  -1.3898813  -0.724547   -0.7942244  -1.5659225   0.8536444
  0.1987923   0.10431331 -0.91505647 -1.0081689  -2.129479   -0.2911545
  0.96462345  2.1311455   3.4320607   2.1908963 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/101.jpg,"[ 2.6347523  -0.22096811  0.95859706 -0.42073688  0.48621872 -0.2284361
 -0.414193    0.55841756  0.26402643 -0.56129646 -0.02013353 -0.9312676
 -0.9225342  -0.40512276  1.0905818  -0.9508376  -0.49129847 -0.7113217
  0.7171305  -0.40797928  0.82993263  0.7378056  -0.3670196   0.65918237
 -1.4923941  -0.8662563  -0.9132008  -0.9339541  -1.380806    1.6279621
  0.42498204  0.6242703  -0.6874359  -0.23662506 -0.7152326  -0.4848254
  0.20930201  1.3758426   1.0503931   0.514479  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/10180_mainfoto_05.jpg,"[ 3.0750642e+00  1.2358059e+00  2.6556401e+00 -7.9384822e-01
  4.8610389e-02 -1.3765394e-02 -7.4112940e-01 -8.3370008e-02
  2.5842533e+00 -1.5817490e+00 -7.6719642e-01 -9.8858219e-01
 -1.7477808e+00 -8.9422166e-01  4.4422612e-01 -4.7761393e-01
 -1.9301546e-01 -4.7876877e-01  1.7536323e+00 -2.9755747e-01
  1.1970890e+00 -1.7608323e+00 -4.0807399e-01  1.0826718e+00
 -1.0104578e+00 -4.5076233e-01 -7.1190757e-01 -7.6106989e-01
 -1.2634518e+00  4.5327291e+00  4.5978026e-03 -4.1504130e-01
 -8.8635951e-01 -5.9577012e-01 -1.8132942e+00 -1.8423076e+00
  7.8358060e-01  9.6583372e-01  6.1088461e-01  3.3113942e-03]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/102.jpg,"[ 2.151707   -0.36751154  0.78817827  0.35286954  0.09993617  1.1198059
 -0.98388547  1.3151481   0.20230834 -1.310086   -0.3609667  -1.0780402
 -1.1287075  -0.735953    0.02415653 -0.63232917  0.2217999  -0.5787772
  0.15905622 -0.6967608  -0.13702476  0.4302424   0.01639178  2.6707237
 -1.1933453  -0.9353535  -0.54864883 -0.6410588  -1.530709    0.611087
 -0.6066201   0.8432847   0.14085783 -0.73997563 -1.5702516  -0.50433147
  1.4839519   1.50802     1.0781821   1.0626292 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/103.jpg,"[ 2.1307702  -0.5216259   1.0533569   0.02624114  0.19085303  0.09279068
 -0.3999013   0.6016519  -0.19462086 -0.945831    0.13015771 -1.158959
 -1.2322778  -0.77905995 -0.03819563  0.27902144 -0.03768754 -0.18086311
  0.29892147 -0.77125794  0.0147819   0.16602659  0.4308256   1.2601153
 -1.0260772  -0.24187225 -0.7335232  -0.78835917 -0.76371104  0.49368358
 -0.20153856  0.10417636  0.12213606 -0.7603935  -1.2828196  -0.12678882
  1.1328783   2.0775506   1.0878898   0.49153203]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/105.jpg,"[ 2.548249   -0.6249902   0.564354    1.1297027   0.49220306 -0.74898803
 -0.80463237 -0.14047231  0.06446957 -1.5865818   0.07833315 -0.9096384
 -0.15106407 -0.65576154  0.7340186   0.22229555 -0.5566028  -1.0161874
  0.76927185 -0.94188565 -0.22187091 -0.43200454  0.7040536   0.70219713
 -2.0025265  -1.3127383  -1.2791945   0.38355628 -1.3257602   0.75494236
  0.8908122   0.8514488  -1.0017785   0.47182235 -0.5725395  -1.5201571
  1.1569775   2.0595684   2.2579527   0.96914434]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/iconography/1 18.59.20.jpg,"[ 2.631505    0.11200626  1.5185304   0.08943055 -0.0753483   1.0070457
 -0.5198908   0.8259554   0.26622945 -0.87387776  0.14894465 -0.6554775
 -1.5421025  -0.3664134   0.2321408  -0.42317685 -0.3006881   0.33598632
 -0.20899546 -0.03832825 -1.0275937   0.7764387   0.26354814  1.2642008
 -0.6258729  -0.83097744 -0.90338045 -0.2571228  -1.1041769   0.6097481
  0.00889652 -0.2331767  -0.26671204 -0.5568627  -1.7566489  -0.56877
  1.735974    0.93953574  0.33511332  0.03436399]"
